web-scraper-order,web-scraper-start-url,title,number,crn,class_cap,credits,professor,schedule,property_1_type,property_1_value,property_2_type,property_2_value,property_3_type,property_3_value,property_4_type,property_4_value,description,programs,programs-href
"1682449721-82","https://inside.bard.edu/academic/courses/current/menu.htm","Ethno-religious identity and politics
  in the Middle East and South Asia","SOC 277","11360","25","4","Karen Barkey","Tue  Thurs    8:30 AM
  – 9:50 AM OSUN Course","Distributional","SA  Social
  Analysis","Crosslists","Global & International Studies; Historical Studies; Politics; Study
  of Religions","null","null","null","null","This course is designed for upper-level undergraduates. It is
a comparative course intended to bridge areas and disciplines in the social sciences.
It brings expertise in sociology, political science and history together, but
beyond the fields we will also bring together different methodological
approaches to the comparisons between regions and cases. Both the Middle East
and South Asia are areas of democratization and conflict around issues of
ethnic, religious and communal organization. 
The pull and push of democratic politics and conflict along communal
dimensions can be studied from an historical as well as comparative
perspective. The course looks at India and Pakistan in South Asia and Turkey,
and Egypt (as well as Syria and Iraq as the the particular contemporary
dynamics necessitate) to understand the historical legacies of communalisms in
imperial and colonial contexts, but to also understand the particular impact of
religious and ethnic politics as they developed in the post democratic era.
Different cleavages have become important in each setting and we analyze the
manner in which these cleavages have both been partly created and influenced by
state policies. This is an OSUN Online Class, taught online and
open to Bard students and students from OSUN partner institutions.","Hate Studies Initiative","https://inside.bard.edu/academic/courses/current/hate.htm"
"1682449721-83","https://inside.bard.edu/academic/courses/current/menu.htm","Sociology of Care","SOC 286","11358","22","2","Jussara dos Santos Raxlen","Mon       1:30 PM
  – 2:50 PM Olin 201","Distributional","SA Social Analysis","null","null","null","null","null","null","The word “care” is everywhere. We read and hear it in many different
contexts. It features in a range of discourses, such as familial, academic,
political, religious, corporative, medical, and commercial, to name a few.
Often, it addresses various kinds of needs (e.g. health) and concerns (e.g. the
environment). Linguists call words such as “care” polysemous because they have
several meanings. In this two-credit course, we will explore the multiple uses
and meanings that “care” has in a variety of social contexts, practices and
sites in which we come to participate and interact. Our task is two-fold:
First, through our weekly readings and discussions, we try to understand what
the concept means and the “work” it does in each specific context we analyze;
for example, in philosophy, medical practice, disability studies, self-help
books, political debates (e.g. welfare to the poor), the activism and
organizing of social movements (e.g. #BlackLivesMatter), “self-care” guides in
social media, advertisements of agencies that provide care services for the
elderly, and Human Resources materials from places of work, among others.
Second, while we critically engage with these materials to assess how care
“travels” through these different contexts and what it accomplishes, students
will search for other texts, practices, types of paid or unpaid work, symbols,
situations or sites where something that could be called “care” might be
happening but without explicitly mentioning the word. By the end of the
semester, together as a class, we will “curate” and compile a catalogue of “care”
examples, or as sociologists say, of possible “operationalizations” of the
concept. Individually, each student will write a final analytical paper about a
particular use and meaning of “care” that traces how the concept “works”: What
does it accomplish and for whom? What kinds of relationships does it allow or
preclude? How does it provide for or burden the needs or concerns it is
supposed to alleviate? How is it distributed, accessed, or acquired?","Hate Studies Initiative","https://inside.bard.edu/academic/courses/current/hate.htm"
"1682449721-84","https://inside.bard.edu/academic/courses/current/menu.htm","Race, Space, and Place","SOC 356","11365","15","4","Jomaira Salas Pujols","Tue      3:10 PM
  – 5:30 PM Olin 309","Distributional","SA  Social
  Analysis  D+J Difference and Justice","Crosslists","Africana Studies; American & Indigenous Studies; Environmental
  Studies; Gender and Sexuality Studies; Human Rights","null","null","null","null","This seminar explores how race and racism are constructed through
spatial means. Drawing on historical, theoretical, and ethnographic analyses,
we will consider questions such as: What is space and place? How is racism
reproduced through particular kinds of spatial arrangements? And how do
racially marginalized groups subvert power and engage in placemaking? We will
begin by surveying various theoretical debates about what constitutes “race”
and  “place.” Next, we will read
foundational sociological accounts of how the built environment has been
leveraged to produce various types of enduring racial inequalities, including
residential segregation, criminalization, and health and education disparities.
Finally, we will explore more contemporary accounts of race, placemaking, and
resistance, paying particular attention to the urban environment and movements
for racial justice. Throughout the course, we will use an intersectional
analysis that considers how other axes of power, especially anti-Blackness,
inform our understanding of race and space. By the end of the course, students
will be able to articulate “place” as an active player, rather than the
background, upon which racism and inequality happen.","Hate Studies Initiative","https://inside.bard.edu/academic/courses/current/hate.htm"
"1682449723-85","https://inside.bard.edu/academic/courses/current/menu.htm","Argentine Tango I: Exploring Human Connection","HUM T200 LB","11693","null","2","Supervised by Leon Botstein, Practitioner: Chungin
  Goodstein","Mon  Wed       3:30 PM – 4:50 PM Campus Center MPR","Distributional","None","null","null","null","null","null","null","Tango has a rich history and a distinct culture emerging from the
socioeconomic conditions experienced by African, Caribbean and European immigrants
in late 19th century Argentina and Uruguay. The culture evolved as tango both
migrated to Europe and flourished in Argentina during the “Golden Age”
(1935-1955). Tango then largely disappeared as a result of suppression under
Argentina’s military regime. Tango’s global revival began in the 1980’s. Today
it is danced in all major cities, and at colleges and universities, around the
world. This ELAS group tutorial explores the profound human connections that
Argentine Tango music and dance engender. It includes discussions of the
historical and cultural context of the music and dance, and the gender politics
that surround it.  In a workshop setting,
the group will focus with practitioner Chungin
Goodstein primarily on learning the fundamentals of the dance.   Work for the tutorial will be split between
experiential learning through actual practice and readings/videos on issues
relating to this dance form.  Students
will also attend at least one “milonga” or community
dance event either locally, or in NYC. This is an Engaged Liberal Arts &
Sciences (ELAS) course. In this course you will be given the opportunity to
bridge theory to practice while engaging a community of interest throughout the
semester. A significant portion of ELAS learning takes place outside of the
classroom: students learn through engagement with different geographies,
organizations, and programs in the surrounding communities or in collaboration
with partners from Bard's national and international networks. To learn more
please click here.","Engaged Liberal Arts and Sciences (ELAS)","https://inside.bard.edu/academic/courses/current/elas.htm"
"1682449723-86","https://inside.bard.edu/academic/courses/current/menu.htm","Archaeology of African American Farms,
  Yards, and Gardens","ANTH 290","11280","12","4","Christopher Lindner","Thurs   
  1:30 PM – 2:50 PM Rose
  Laboratories 108","null","Fri   1:30 PM
  – 4:30 PM Rose Laboratories 108","Distributional","LS Laboratory Science","Crosslists","Africana Studies; American & Indigenous Studies; Environmental &
  Urban Studies; Historical Studies","null","null","How can we use archaeological methods to identify, analyze,
and interpret places where plant growing by African Americans flourished, and
contextualize our findings on these sites to help counter racism in the
present? The laboratory science aspect of this course will derive from
protocols and strategies of exploratory sampling excavations. Our goal will be
identification of deposits that remain relatively undisturbed and contain
artifacts and ecofacts that represent particularly relevant eras in the past.
Thursdays, seminars will take place in person &/or by videoconference. In
the winter labs on Friday, we will examine artifacts excavated nearby in Germantown
at the Reformed Parsonage, to prepare for the excavation in spring of a garden
beside the house. Our focus is the family headed by a free African American
farmer, Henry Person. His wife, Mary, was likely born to a bondswoman at the
house in 1805. Evidence of African American spiritual practices have been found
in its cellar and yard. We have a field site for a safely distanced dig if
precautions against the COVID pandemic warrant: Montgomery Place, the
ornamental Conservatory where 19th-century African
American horticulturist Alexander Gilson lived and worked. We’ll strive to
involve community colleagues from Hudson, Kingston &/or Poughkeepsie, in
person and via Zoom. This is an Engaged Liberal Arts & Sciences (ELAS)
course. In this course we have the opportunity to bridge from theory to
practice while engaging a community of interest throughout the
semester.","Engaged Liberal Arts and Sciences (ELAS)","https://inside.bard.edu/academic/courses/current/elas.htm"
"1682449723-87","https://inside.bard.edu/academic/courses/current/menu.htm","The Art of Life. Social Sculpture
  actualized","ART 124 TVP","11590","12","4","Tatjana Myoko von Prittwitz und Gaffron","Thurs    2:00 PM
  – 5:00 PM Resnick A Center for Spiritual Life","Distributional","PA Practicing Arts","null","null","null","null","null","null","How can we
feel part of a larger net of complete interconnection and in fact share our
insights of ecological, social-political and communal dependencies? In this interdisciplinary
class we will use our creative energy for both self
investigation as well as a means to visualize and realize the reality of
our shared community. “Everybody is an artist"" stated conceptual artist
Joseph Beuys. His vision of ""social sculpture"" pointed not only to
our creative power but also to everyone's responsibility to shape the
conditions of society. Art becomes a healing force in everyday life. This is an
ELAS class (Engaged Liberal Arts and Sciences), thus linking artistic creation,
intellectual study, and community engagement together. We will use various
artistic means in order to create collaborative art projects on campus to
support our community in the process of realized interconnection. Weekly
homework consists of practical explorations (drawing, sewing, mindful
photography, performance, awareness exercises) and readings (Beuys concept of
social sculpture, Buddhist ecology, Zen philosophy, community art projects). We
will also spend some time outside (Bard Farm) to realize the coexistence with
our Mother Earth.","Engaged Liberal Arts and Sciences (ELAS)","https://inside.bard.edu/academic/courses/current/elas.htm"
"1682449723-88","https://inside.bard.edu/academic/courses/current/menu.htm","Introduction to Environmental Studies","EUS 100","11243","30","4","Monique Segarra
  Beate Liepert","Mon  Wed     9:10 AM
  – 11:30 AM Olin 204","Distributional","SA Social Analysis","null","null","null","null","null","null","Humans have profoundly altered the character of the Earth’s
system since the advent of agriculture and urbanization 10,000 years ago. This course
explores how natural and human systems are connected, and how global problems
such as climate change, biodiversity loss, species extinction are linked with
one another and with social problems such as financial instability, widening
economic inequality, food insecurity, intensifying conflict, and public health.
We review the empirical evidence of these “wicked problems”, and introduce core
concepts and methodologies from natural, and social sciences perspectives,
together with practical skills that are required to tackle these issues. We
will contemplate alternative political and socioeconomic options (from
indigenous knowledge to shared socioeconomic pathways) and will explore how
impacts of these decisions on future natural and human systems can be assessed
(foresight work). Issues will be considered at a variety of scales—from the
level of individual responsibility to the local, regional, national, and global
dimensions. The course includes a community service component, labs, and guest
lectures.  It will be co-taught by
instructors in the natural and social sciences.","Engaged Liberal Arts and Sciences (ELAS)","https://inside.bard.edu/academic/courses/current/elas.htm"
"1682449723-89","https://inside.bard.edu/academic/courses/current/menu.htm","Mathematics:Puzzles","MATH 116","11057","22","4","Lauren Rose","Mon  Wed     3:30 PM – 4:50 PM Hegeman 308","Distributional","MC Mathematics and Computing","null","null","null","null","null","null","Mathematics can be used
to analyze many puzzles and games.  Conversely, puzzles and games can be used
as a vehicle to explore new mathematics concepts.  In this class we will
develop the mathematics of puzzles and games from both perspectives, as a means
to solve a puzzle or win a game, and also as a fun way to learn and develop
mathematical skills.  We will focus on the mathematics and the strategies
behind puzzles and games such as the Rubik’s Cube, SET, Nim,
Hex, and Sudoku. This is an Engaged Liberal Arts and Sciences course, and the
ELAS activities may include (virtual or in person) guests presenters, games
related events, and games sessions for local K-12 students and community
members. No prior experience with the games and puzzles listed above is
required.  Prerequisite: A passing score on Part 1 of the Math Placement.","Engaged Liberal Arts and Sciences (ELAS)","https://inside.bard.edu/academic/courses/current/elas.htm"
"1682449723-90","https://inside.bard.edu/academic/courses/current/menu.htm","Identity Politics","PS 220","11655","22","4","Mie Inouye","Tue  Thurs    3:30 PM
  – 4:50 PM","Distributional","SA Social Analysis D+J Difference and Justice","Crosslists","American & Indigenous Studies; Human Rights; Philosophy; Sociology","null","null","null","null","Since the Combahee River Collective coined the term in 1977,
“identity politics” has become a mainstay of contemporary political discourse
and a subject of controversy. In scholarly and public debates, it is used to
make sense of phenomena as diverse as multiculturalism, movements for racial
justice, feminism, white nationalism, and violent political conflicts. While
many believe that our identities are crucial sources of knowledge and
solidarity, others critique identity politics for undermining social unity or
foreclosing the possibility of shared struggle. How do our identities,
including race, gender, class, and nationality, shape our understandings of the
social world and our ability to change it? How are these identities formed, and
under what conditions can they be transformed? What kinds of understanding and
solidarity are possible across identities? This course explores these questions
through a study of texts by authors such as Patricia Hill Collins, Audre Lorde,
Judith Butler, Jodi Dean, Cristina Beltrán, Tamara Nopper, and Olúfẹ́mi Táíwò.","Engaged Liberal Arts and Sciences (ELAS)","https://inside.bard.edu/academic/courses/current/elas.htm"
"1682449723-91","https://inside.bard.edu/academic/courses/current/menu.htm","Political Organizing: Theory and
  Practice","PS 251","11341","18","4","Mie Inouye","Tue  Thurs    5:10 PM
  – 6:30 PM Olin 203","Distributional","SA Social Analysis","Crosslists","American & Indigenous Studies; Human Rights","null","null","null","null","How can disempowered people develop the
capacity necessary to transform society? Labor leaders, community organizers,
and social media posters often present “organizing” as the answer to this
question. But what is “organizing” and how does it differ from activism and
advocacy? How do organizers develop effective strategies? And how do they build
solidarity across groups with distinct identities, ideological commitments, and
interests? This course approaches these questions through a study of the
American organizing tradition, which stretches from the industrial labor
movement of the early twentieth century through the long civil rights movement
to contemporary movements for racial and economic justice. This is an Engaged
Liberals Arts and Sciences (ELAS). As such, it involves both reading history
and theory and engaging in practice. Alongside our study of the organizing
tradition, we will participate in community organizing in the Hudson Valley. We
will also learn from experienced housing, reproductive justice, and labor
organizers who will visit our class. Authors include Theda Skocpol,
Antonio Gramsci, William Z. Foster, Thulani Davis,
Ella Baker, Jodi Dean, Audre Lorde, and Jane McAlevey. Note: in addition to attending regularly-scheduled class discussions,
students must be available to attend two field trips outside of class time. We
will schedule these at the beginning of the semester.","Engaged Liberal Arts and Sciences (ELAS)","https://inside.bard.edu/academic/courses/current/elas.htm"
"1682449725-92","https://inside.bard.edu/academic/courses/current/menu.htm","Beginning American Sign Language","ASL 101","11665","","4","Mary
  McLaughlin","Tue  Wed  1:30 PM – 2:50
  PM Olin 203","Distributional","FL Foreign Languages and Lit  D+J Difference and Justice","null","null","null","null","null","null","This total immersion course adheres to the
Functional-Notional Approach to second-language acquisition, which focuses on
the communicative needs of people engaged in common everyday interactions.
Functions that help students establish and maintain social relationships are
emphasized. Sessions will introduce formal and informal registers in American
Sign Language. Grammar and language structure are taught through meaningful and
experiential activities, which adhere to research findings on the importance of
incorporating facial grammar, mouth morphemes, and non-manual signals in the
early stages of learning American Sign Language as a second language. Students
will progress in formulating ideas and engaging in conversations from concrete
to abstract through role-playing in everyday interactions using basic total
language concepts.","Disability and Accessibility Studies Initiative","https://inside.bard.edu/academic/courses/current/danda.htm"
"1682449725-93","https://inside.bard.edu/academic/courses/current/menu.htm","Disability Rights, Chronic Life","HR 372","11534","15","4","Evan Williams","Wed     3:30 PM
  – 5:50 PM Reem Kayden Center 111","Distributional","SA Social Analysis D+J Difference and Justice","Crosslists","American & Indigenous Studies; Human Rights","null","null","null","null","This seminar engages with disability studies, queer theory,
architectural and design history, political ecology, and histories of radical
organizing and mobilization that focus on the idea and experience of disability
and sickness. In traversing these materials, this seminar aims to to ask:
rather than seeing disability and sickness simply as a limitation or failure to
reach a “healthy” norm, what can the experience and often hidden histories of
the disabled and chronically ill, as well as those who fight for their care,
reveal about social structures, ideologies, and patterns of circulation that
cannot be seen otherwise? What would it mean to move beyond the political and
ideological centrality of the idea of health and to instead understand the way
that it can function to normalize racialized and gendered structures of
exclusion and privation? And what models of care, collectivity, flexibility,
and access have been, and might be posed, against this, through the speculative
work of chronic theorists and disability justice advocates and through
hard-fought campaigns and daily ad hoc solutions alike? In addition to
grappling with a range of historical and theoretical texts, we’ll also center
on artistic, political, and critical tactics that work to draw out those hidden
causes and the roles that conceptions of health, hygiene, and security play in
reinforcing models of restricted access and normalized violence.","Disability and Accessibility Studies Initiative","https://inside.bard.edu/academic/courses/current/danda.htm"
"1682449725-94","https://inside.bard.edu/academic/courses/current/menu.htm","Adult Abnormal Psychology","PSY 210","11101","22","4","Joshua Nelson","Tue  Thurs    10:10 AM
  – 11:30 AM Reem Kayden Center 111","Distributional","SA Social Analysis","null","null","null","null","null","null","This course is designed to examine various forms of adult
psychopathology (i.e., psychological disorders) within the contexts of
theoretical conceptualizations, research, and treatment.  Potential causes of psychopathology,
diagnostic classifications, and treatment applications will be addressed.  Adult forms of psychopathology that will
receive the primary emphasis of study include the anxiety, mood, eating, and
substance-related disorders. 
Prerequisites: Introduction to Psychology or permission of instructor.
This course fulfills the Cluster A requirement for the Psychology Major.","Disability and Accessibility Studies Initiative","https://inside.bard.edu/academic/courses/current/danda.htm"
"1682449725-95","https://inside.bard.edu/academic/courses/current/menu.htm","Current Treatments of Psychological
  Disorders","PSY 319","11093","12","4","Justin Dainer-Best","Wed     3:30 PM
  – 5:50 PM Reem Kayden Center 200","Distributional","SA Social Analysis","null","null","null","null","null","null","The field of psychotherapy has changed significantly over the
past 50 years, with new therapies focusing on helping people change their
thinking or behaviors and in some instances placing a greater focus on the
social and interpersonal context in which symptoms occur. Newer therapies,
grounded in clinical psychological science, place a greater emphasis on the
biopsychological bases of behavior, present functioning, achieving
change within shorter time periods, and demonstrating treatment efficacy. In
this course, we will focus on common treatments for common mental illnesses,
including anxiety and mood disorders, personality disorders, and substance use
disorders. Readings will consist of original research and both primary and
secondary sources. Students will be expected to make oral presentations of
material in class and to write a substantial research/review paper.
Prerequisites: Moderated in psychology and a course related to psychopathology
(PSY 210, PSY 211, or PSY 217), or permission of instructor.","Disability and Accessibility Studies Initiative","https://inside.bard.edu/academic/courses/current/danda.htm"
"1682449729-96","https://inside.bard.edu/academic/courses/current/menu.htm","Life Writing Seminar","BAC 120","11684","10","4","Dorothy Albertini","Wed  
  11:50 AM - 2:30 PM Olin
  302","Distributional","None","null","null","null","null","null","null","“...The call of the
writer is the same as the call of the reader. / Take me to other planes of
myself.  Agnes Martin said her paintings
were for / people to look at before daily care strikes. Suppose reading and
writing do their best / work after daily care has struck (and struck
hard).”  C.D. Wright. We will gather to
do our best work with and for reading and writing.  Life Writing has many forms; usually it is a
kind of personal narrative.  For our purposes,
let’s think of Life Writing as practice in attending to life (including
memory--yours, others’), using the lens of writing.  Our methods will include observation,
listening, reflection, recursion, close reading, and writing practice. In
class, we’ll read and we’ll write; during the week outside of class, you’ll
continue to hold space to be a writer, flexing your muscles of observation and
attending to what’s there. The goal is to create more fluidity for you between
your mind and the page.  There will be
regular short assignments (usually one page or less), and you'll have the
opportunity to revise and grow the texts you create over the course of the
semester, with the support of in-class revision workshops. Think of this class
as a container you will fill, with many hands ready to help steady the weight.","Bard Bac Program seminars","https://inside.bard.edu/academic/courses/current/bardbac.htm"
"1682449731-97","https://inside.bard.edu/academic/courses/current/menu.htm","What is the Flower and Song of Spirit?
  Indigenous Spiritualities of the Americas","HUM 135 LC","11649","18","1","Luis Chavez","Tue      1:30 PM
  - 4:10 PM The Center for Spiritual Life","Distributional","MBV Meaning, Being, Value D+J Difference and Justice","null","null","null","null","null","null","This class is an introduction to the diverse practices encapsulated
within Native American religion and spirituality from a comparative intertribal
perspective. We explore selected religious/spiritual traditions,
belief-systems, and cosmovisiones (world-views) of Native American/Indigenous
peoples in the Americas. By the end of the class students should be able to
identify particular aspects of Native American religion and spirituality and
apply historical and analytical frameworks through which to understand and
appreciate the complexity of Native American religion and spirituality and its
influence on Native and non-Native individuals and communities. Class
participants will be asked to consider the various methodologies employed in
the production of the different texts, as well as the connections, and interrelationships
between these religious/spiritual traditions, world-views and visual, artistic,
literary representations across space and time. These texts will be
contextualized in relation to Native American and Indigenous Studies and
Religious Studies. Class meets: Tuesdays, February 14, 21, 29 and March 7.","What is Religion","https://inside.bard.edu/academic/courses/current/whatis.htm"
"1682449731-98","https://inside.bard.edu/academic/courses/current/menu.htm","What is Sabbath?","HUM 135 JB","11650","18","1","Joshua Boettiger
  Vanessa Grajwer Boettiger","Tue      1:30 PM
  - 4:10 PM TheCenter for Spiritual Life","Distributional","MBV Meaning, Being, Value D+J Difference and Justice","null","null","null","null","null","null","Perhaps Judaism’s greatest counter-cultural contribution, Shabbat
is the center of Jewish life and arguably its theology, as well. This course
will serve as an immersive study of Shabbat. We will explore the biblical
prohibition against work on that day, the subsequent rabbinic codification of
its structure, and a multitude of other texts, Jewish and non-Jewish – from the
kabbalistic realm to the poetry of Wendell Berry to the world of worker’s
rights and social organizing – to deepen our understanding. Shabbat is also a
consciousness – a way of being in the world that the rabbis called ‘big mind'
and this course will invite students to take a closer look at the larger
concepts of rest, non-doing, and how we measure our lives. Class Meets
Tuesdays, March 28, April 4,11,18","What is Religion","https://inside.bard.edu/academic/courses/current/whatis.htm"
"1682449731-99","https://inside.bard.edu/academic/courses/current/menu.htm","What are Angels and Demons?","HUM 135 CM","11651","18","1","Clair McPherson","Mon      9:00 AM
  - 11:20 AM  Olin 302","Distributional","MBV Meaning, Being, Value D+J Difference and Justice","null","null","null","null","null","null","What is an angel (or demon)? The real answer is far more
complex and far more interesting than many might suppose. Angels and Demons may
be found everywhere lately—in film, television, and novels, at any rate. But the
authentic Abrahamic tradition is in fact little known and feebly understood.
This course will reconstruct that tradition, exploring the image of the angel
in history, theology, psychology, art, and poetry from its Mesopotamian and
Greco-Roman prehistory through its present-day manifestations in various media.
The understanding of various spirits—evil, good, and (primarily) ambiguous,
will help to place the Abrahamic tradition within a global context. Class
meets: Mondays, February 6, 13, 20, 27.","What is Religion","https://inside.bard.edu/academic/courses/current/whatis.htm"
"1682449733-100","https://inside.bard.edu/academic/courses/current/menu.htm","Intensive ESL","BLC 107","11368","10","4","Denise Minin","Mon Tue Wed
  Thurs   
  10:00 AM - 12:30 PM Henderson
  Comp. Center 106","Distributional","None","null","null","null","null","null","null","(Part one of a year long course.) This course is designed to
give incoming international students an overview of the Liberal Arts experience
through exploring some of the fields of study Bard has to offer. Through this
investigation, students will develop the academic and study skills needed to
survive this challenging academic environment. An emphasis on reading and
writing will provide opportunities for students to develop vocabulary,  improve grammar and strengthen their grasp of
the written language.","Learning Commons","https://inside.bard.edu/academic/courses/current/academicservices.html"
"1682449733-101","https://inside.bard.edu/academic/courses/current/menu.htm","Grammar for Writers","BLC 110","11369","10","4","Denise Minin","Tue  Thurs    1:30 PM
  - 2:50 PM Olin 302","Distributional","None","null","null","null","null","null","null","(4 credits) This class examines issues of grammar, usage, and
style, with an emphasis on the difficulties encountered by non-native speakers
of English. Special attention will be given to the problems created by language
transfer issues and to the specific expectations of writing in different
disciplines. Through frequent writing and rewriting, we will study rules and
habits that lead to clear and concise academic writing. At least 25 pages of
revised writing will be expected.","Learning Commons","https://inside.bard.edu/academic/courses/current/academicservices.html"
"1682449733-102","https://inside.bard.edu/academic/courses/current/menu.htm","Algebra Workshop","BLC 150","11370","22","2","Japheth Wood","Fri   11:50 AM
  - 1:50 PM Hegeman 308","Distributional","None","null","null","null","null","null","null","This course provides a review of the algebra used in math, science,
and social science courses. It is designed for students who would like to
improve their algebra skills while taking or in preparation to take an
introductory math, science, economics or statistics course. Topics include
linear equations and their graphs, quadratic equations, fractions, rational
expressions, and exponents. This course will be graded Pass/Fail. No
distributional credit is earned. This course will meet for the first 10 weeks
of the semester.","Learning Commons","https://inside.bard.edu/academic/courses/current/academicservices.html"
"1682449733-103","https://inside.bard.edu/academic/courses/current/menu.htm","Algebra, Trigonometry, and Functions","BLC 190","11371","22","2","Japheth Wood","Mon       5:00 PM
  - 7:00 PM Hegeman 204","Distributional","None","null","null","null","null","null","null","This course is designed for students who have taken a
pre-calculus course in high school or at Bard, but would like more
computational practice with algebra, trigonometry, logarithms and exponentials.
This course can be taken at the same time as a math, science, or economics
course, or in preparation to take such a course in a subsequent semester. This
course will be graded Pass/Fail. No distributional credit is earned.  This course will meet for the first 10 weeks
of the semester. Prerequisite: passing score on Part I of the Mathematics
Placement.","Learning Commons","https://inside.bard.edu/academic/courses/current/academicservices.html"
"1682449733-104","https://inside.bard.edu/academic/courses/current/menu.htm","Essay and Revision","BLC 205","11372","15","4","Rachel Cavell","Tue  Thurs    8:30 AM
  - 9:50 AM Olin 201","Distributional","None","null","null","null","null","null","null","Essay and Revision will help you become a more thoughtful and
assured writer of academic essays. Over the course of the semester, you’ll draft
and revise three short essays (4–5 pages each), learning to use informal,
exploratory writing to eventually produce more fully developed, polished
academic prose. Your essays will be inspired by a variety of readings, and
you’ll expand your range of skills as a writer and a reader, reading closely to
identify what makes certain texts strong, and where they fall short. In your
own writing, you’ll learn to take readers’ needs and expectations into account
by addressing the feedback of your classmates and teacher. This class is recommended for international students for
whom English is not a first language","Learning Commons","https://inside.bard.edu/academic/courses/current/academicservices.html"
"1682449733-105","https://inside.bard.edu/academic/courses/current/menu.htm","Argument and Advocacy","BLC 240","11374","12","4","David Register","Tue  Thurs    10:10 AM
  - 11:30 AM Olin 302","Distributional","None","null","null","null","null","null","null","(4 credits)  This
course engages  students in the practice
of public  deliberation. Toward this end,
students will focus their efforts on a   
specific, semester-long topic –researching, scrutinizing sources,
constructing and analyzing arguments, learning how to advocate for
policies,    and practicing public
speaking and debate. Students will write as they research, and will deliver
several speeches. The course will culminate   
with students organizing and staging a public debate on campus.","Learning Commons","https://inside.bard.edu/academic/courses/current/academicservices.html"
"1682449733-106","https://inside.bard.edu/academic/courses/current/menu.htm","Writing and Research","BLC 305","11375","12","4","Jane Smith","Tue  Thurs    3:30 PM
  - 4:50 PM Olin Languages Center 206","Distributional","None","null","null","null","null","null","null","(4 credits) This course is designed especially for moderated
juniors who want to prepare for the senior project. Emphasis will be given to
the early work of articulating a significant research question and to working
with primary and secondary sources to develop a sustained argument in response
to it. Students will explore the specific rhetorical strategies, styles, and
formats of his or her own discipline and meet with faculty in their field of
interest. Students will write a literature review, a Senior Project proposal,
and a research paper.","Learning Commons","https://inside.bard.edu/academic/courses/current/academicservices.html"
"1682449735-107","https://inside.bard.edu/academic/courses/current/menu.htm","Internship Seminar","INTR 299","11686","15","2","Jovanny Suriel","Fri     11:50 AM – 1:10 PM Reem Kayden Center 200","Distributional","None","null","null","null","null","null","null","The credit internship
course is the academic component of the internship experience.  This
course helps students reflect on their individual academic and professional
goals and how they can apply  skills,
knowledge and theory into their field sites.  This includes evaluating
aspects of the internship site including mission, approach, policies, and the
local, regional and international contexts and how it operates in practice over
theory. Students will be challenged to think analytically about their internships
and to connect their internship experiences to past and present academic work
as well as identify future career aspirations and goals while recognizing
professional strengths and areas for improvement. The course combines workplace
and leadership skill building with academic research that culminates in the
submission of research papers and presentations related to the internship.
Students will be able to communicate how the career-related information gained
from the internship experience changed or confirmed future academic and career
plans in addition to articulate how knowledge gained from the internship
experience will be used in other areas of life (social, jobs, classes,
community service). For permission/access to the course, please email Jovanny Suriel at jsuriel@bard.edu","Internship Seminar","https://inside.bard.edu/academic/courses/current/internship.htm"
"1682449737-108","https://inside.bard.edu/academic/courses/current/menu.htm","First Person Narrative: Telling Your
  Story","HUM 179","11666","15","2","Molly Freitas","Fri     
  10:10 AM - 11:30 AM Olin Language Center 120","null","null","null","null","null","null","null","null","How do you distill
your life into a story that can be conveyed in the length of a Moth story hour
or a New Yorker profile?  How do you tell your story in an artist's
statement or an author's note?  How do you fit it onto a dust jacket or
into a personal statement? In this class we will encounter first-person
narratives in a variety of genres (including podcasts, personal
statements, essays, and autobiographies) and through the use of iterative,
structured writing prompts, craft our own stories. Students will be
asked to workshop their peers’ writing and edit their own work with the goal of
producing a compelling and cohesive first-person narrative by the end of the
course. Students will be assessed on graded drafts, class participation
(which includes peer workshop engagement), and a final writing portfolio. Will include readings by Henry Louis Gates, Joan Didion, and Amy Tan, among others. Open to all students; ideal for second semester juniors.","Humanities Classes","https://inside.bard.edu/academic/courses/current/humanities.htm"
"1682449739-109","https://inside.bard.edu/academic/courses/current/menu.htm","Science of Human Connection","CC 111","11102","45","4","Michael Sadowski,
  Dumaine Williams, Elena Kim","Tue      1:30 PM
  - 2:50 PM Reem Kayden Center 103","Distributional","MBV Meaning, Being, Value; SA Social Analysis; D+J
  Difference and Justice","null","null","null","null","null","null","This course introduces
students to theories that posit relational connection as a foundation of human
development, drawing on evidence from psychology, sociology, primatology,
neuroscience, and other fields. Course readings will be drawn from texts such
as Franz de Waal’s The Age of Empathy (primatology), Matthew Lieberman’s
Social: Why Our Brains Are Wired to Connect (neuroscience), and Dorothy
Smith’s The Everyday World as Problematic: A Feminist Sociology
(sociology). After an introduction to this evidence, the class will engage with
this question: What gets in the way of human connection? In this part of the
course, we will examine the cultural forces that disrupt connection and
relationships, and the different ways this disconnection manifests across
cultures. Patriarchy, racism, homophobia and transphobia, interpersonal
conflict, war, and other social issues will be examined as manifestations of
cultural breaks in relationship. In the final segment of the course, readings
and discussion will shift to a final question: How do we reconnect as human
beings within cultures that drive us to separate, create divisions and
hierarchies among people, and alienate us from one another? Perspectives from
psychology, education, the arts, and other fields will be brought to bear on
this question as students consider ways to cultivate individual and societal
resilience to the forces that breed separation and division.","The Common Courses","https://inside.bard.edu/academic/courses/current/commoncourses.htm"
